Level,Hierarchical structure,Code,Parent,Class title,Class definition
4,Subclass (Field),RDF4010506,RDF40105,Post-harvest fisheries technologies (including transportation),This subclass comprises research and experimental development in post-harvest fisheries technologies (including transportation).
4,Subclass (Field),RDF4010599,RDF40105,"Fisheries sciences, n.e.c.","This subclass comprises research and experimental development in fisheries sciences, n.e.c."
2,Group,RDF402,RDF40,Animal and dairy sciences,This group comprises research and experimental development in animal and dairy sciences.
3,Class,RDF40201,RDF402,Animal production,This class comprises research and experimental development in animal production.
4,Subclass (Field),RDF4020101,RDF40201,Animal breeding,This subclass comprises research and experimental development in animal breeding.
4,Subclass (Field),RDF4020102,RDF40201,Animal growth and development,This subclass comprises research and experimental development in animal growth and development.
4,Subclass (Field),RDF4020103,RDF40201,Animal management,This subclass comprises research and experimental development in animal management.
4,Subclass (Field),RDF4020104,RDF40201,Animal nutrition and metabolism,This subclass comprises research and experimental development in animal nutrition and metabolism.
4,Subclass (Field),RDF4020105,RDF40201,Animal protection (pests and pathogens),This subclass comprises research and experimental development in animal protection (pests and pathogens).
4,Subclass (Field),RDF4020106,RDF40201,Animal reproduction,This subclass comprises research and experimental development in animal reproduction.
4,Subclass (Field),RDF4020107,RDF40201,Humane animal treatment,This subclass comprises research and experimental development in humane animal treatment.
4,Subclass (Field),RDF4020199,RDF40201,"Animal production, n.e.c.","This subclass comprises research and experimental development in animal production, n.e.c."
2,Group,RDF403,RDF40,Veterinary sciences,This group comprises research and experimental development in veterinary science.
3,Class,RDF40301,RDF403,Veterinary sciences,This class comprises research and experimental development in veterinary sciences.
4,Subclass (Field),RDF4030101,RDF40301,Veterinary anesthesiology and intensive care,This subclass comprises research and experimental development in veterinary anesthesiology and intensive care.
4,Subclass (Field),RDF4030102,RDF40301,Veterinary diagnosis and diagnostics,This subclass comprises research and experimental development in veterinary diagnosis and diagnostics.
4,Subclass (Field),RDF4030103,RDF40301,Veterinary epidemiology,This subclass comprises research and experimental development in veterinary epidemiology.
4,Subclass (Field),RDF4030104,RDF40301,Veterinary immunology,This subclass comprises research and experimental development in veterinary immunology.
4,Subclass (Field),RDF4030105,RDF40301,Veterinary medicine,This subclass comprises research and experimental development in veterinary medicine.
4,Subclass (Field),RDF4030106,RDF40301,Veterinary microbiology (except virology),This subclass comprises research and experimental development in veterinary microbiology (except virology).
4,Subclass (Field),RDF4030107,RDF40301,Veterinary parasitology,This subclass comprises research and experimental development in veterinary parasitology.
4,Subclass (Field),RDF4030108,RDF40301,Veterinary pathology,This subclass comprises research and experimental development in veterinary pathology.
4,Subclass (Field),RDF4030109,RDF40301,Veterinary pharmacology,This subclass comprises research and experimental development in veterinary pharmacology.
4,Subclass (Field),RDF4030110,RDF40301,Veterinary surgery,This subclass comprises research and experimental development in veterinary surgery.
4,Subclass (Field),RDF4030111,RDF40301,Veterinary virology,This subclass comprises research and experimental development in veterinary virology.
4,Subclass (Field),RDF4030112,RDF40301,Veterinary ophthalmology,This subclass comprises research and experimental development in veterinary ophthalmology.
4,Subclass (Field),RDF4030113,RDF40301,Veterinary dentistry,This subclass comprises research and experimental development in veterinary dentistry.
4,Subclass (Field),RDF4030199,RDF40301,"Veterinary sciences, n.e.c.","This subclass comprises research and experimental development in veterinary sciences, n.e.c."
2,Group,RDF404,RDF40,Agricultural biotechnology and food sciences,This group comprises research and experimental development in agricultural biotechnology and food sciences.
3,Class,RDF40401,RDF404,Agricultural biotechnology,This class comprises research and experimental development in agricultural biotechnology.
4,Subclass (Field),RDF4040101,RDF40401,Agricultural marine biotechnology,This subclass comprises research and experimental development in agricultural marine biotechnology.
4,Subclass (Field),RDF4040102,RDF40401,Agricultural biotechnology diagnostics (including biosensors),This subclass comprises research and experimental development in agricultural biotechnology diagnostics (including biosensors).
4,Subclass (Field),RDF4040103,RDF40401,Genetically modified field crops and pastures,This subclass comprises research and experimental development in genetically modified field crops and pastures.
4,Subclass (Field),RDF4040104,RDF40401,Genetically modified horticulture plants,This subclass comprises research and experimental development in genetically modified horticulture plants.
4,Subclass (Field),RDF4040105,RDF40401,Genetically modified trees,This subclass comprises research and experimental development in genetically modified trees.
4,Subclass (Field),RDF4040106,RDF40401,Genetically modified animals,This subclass comprises research and experimental development in genetically modified animals.
4,Subclass (Field),RDF4040107,RDF40401,Livestock cloning,This subclass comprises research and experimental development in livestock cloning.
